scenario_id,scenario_description,recommended_care_option,explanation,urgency_level
ea1b7fd0-35f4-4b4d-b3d7-0f2fcc25b9f3,A 50-year-old visitor from the UK visiting family. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
be9d239f-245f-4477-bdff-0b4e6487b30d,A 68-year-old visitor from Italy visiting family. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
49b757d3-e712-4b54-8b40-48499c247c4d,A 25-year-old traveler from India at a hotel. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
91f0d9fc-f781-4e9c-9611-e3b2bb986e5f,A 68-year-old visitor from Italy at a hotel. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
b776db88-5157-4262-85a8-0ee172890a27,A 28-year-old traveler from Brazil at a shopping mall. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
e744385c-85a8-47a4-9a3f-75840a86d50a,A 30-year-old tourist from Australia during a layover. Traveler needs medical documentation or a sick note for travel insurance purposes.,Telehealth Service,"Telehealth physicians can provide medical documentation, letters, and notes during a virtual consultation.",Low
802fe511-a87d-4560-aa57-74d28f8b065f,A 30-year-old tourist from Australia at a beach resort. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
96a20c86-2e3c-4f3a-90d7-32bb443adac8,A 55-year-old visitor from China during a road trip. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
43d95332-fbaa-42f0-b0ce-484c8e49d916,A 72-year-old retiree from Canada visiting family. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
31768b94-19e8-4165-a866-b92f38515aa3,"A 25-year-old traveler from India at a national park. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
c8c7399e-7717-48f5-af53-0c5a4447f751,A 30-year-old tourist from Australia at a hotel. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
9ed98bbc-bd24-4d26-a4f9-ef8e2ea77d8c,A 47-year-old traveler from Portugal at a hotel. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
004d5fe9-670e-4881-84c1-fa925c068cc1,A 33-year-old tourist from Spain on a cruise stopover. Visitor has a suspected urinary tract infection with burning sensation and frequent urination.,Urgent Care Center,Urgent care centers can diagnose UTIs with a urine test and prescribe appropriate antibiotics quickly.,Moderate
05c4d4f3-1579-484f-ae9e-32f9a0efd7c1,A 30-year-old tourist from Australia sightseeing in the city. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
4dea8d1d-b6cb-489f-9a55-ad15ee30f136,"A 25-year-old traveler from India during a layover. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
163b01ed-b28e-46d7-ba64-d1cff72195e9,A 25-year-old traveler from India during a road trip. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
65964b20-2fa0-4e4e-92a3-9a24c22f9b89,A 25-year-old traveler from India at a shopping mall. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
9f61591b-75af-4c54-a194-e9ddd1bb60ab,A 47-year-old traveler from Portugal during a layover. Visitor needs routine vaccinations or travel immunizations not received before departure.,Community Health Clinic,"Many community health clinics offer vaccination services, including travel vaccines, often at reduced cost compared to private clinics.",Low
07c041ab-012b-4cf3-bf16-21bef8c4458f,A 25-year-old traveler from India during a road trip. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
89173241-6918-4308-a19d-b05b2766202f,A 55-year-old visitor from China at a hotel. Traveler has a sore throat and difficulty swallowing for two days with no breathing problems.,Urgent Care Center,"Urgent care can test for strep throat and prescribe antibiotics if needed, providing faster service than scheduling a primary care visit.",Low-Moderate
e8fbfddf-70b7-4870-9708-c246287ee7f3,A 22-year-old student from South Korea on a student exchange program. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
2dca7198-adbf-4550-a5bc-733bfb44042b,"A 72-year-old retiree from Canada during a layover. Visitor slipped on wet floor and has wrist pain with minor swelling, no open wound.",Urgent Care Center,Urgent care can X-ray the wrist to rule out fractures and provide splinting or referral if needed.,Moderate
303a1467-9518-48b3-98c5-48c2c7a1eb45,"A 68-year-old visitor from Italy during a layover. Traveler needs to purchase bandages, antiseptic cream, and wound dressing supplies.",Pharmacy,Pharmacies carry complete first-aid supplies. A pharmacist can also advise on proper wound care for minor injuries.,Low
81836ea2-26a4-4cf7-9b2a-00f2865ee791,"A 33-year-old tourist from Spain at a shopping mall. Visitor slipped on wet floor and has wrist pain with minor swelling, no open wound.",Urgent Care Center,Urgent care can X-ray the wrist to rule out fractures and provide splinting or referral if needed.,Moderate
2e96d803-147c-4fc1-a6c7-bcb810d707fb,A 33-year-old tourist from Spain attending a business conference. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
d7534601-1df9-459a-8ffc-59d83f462762,A 19-year-old student from Mexico attending a business conference. Traveler has a sore throat and difficulty swallowing for two days with no breathing problems.,Urgent Care Center,"Urgent care can test for strep throat and prescribe antibiotics if needed, providing faster service than scheduling a primary care visit.",Low-Moderate
61e5a3ac-7768-4347-8eac-6a3c7a287c59,"A 22-year-old student from South Korea on a student exchange program. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
3cef52f6-ae67-4bbf-812a-61cfd3b46515,A 40-year-old visitor from Saudi Arabia at an Airbnb rental. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
bb23e04b-b809-41ab-9047-32365c4427d4,A 19-year-old student from Mexico on a student exchange program. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
ec0ed0b1-ec6f-4925-8fa7-e84966a39063,A 22-year-old student from South Korea visiting family. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
8c03b22e-addc-45fa-8e66-cdf87d8c8a02,A 72-year-old retiree from Canada at an Airbnb rental. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
e2827c23-375a-459b-b093-b0f80358e9f4,A 72-year-old retiree from Canada at a national park. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
aa3d083e-2632-4612-b5a5-82f2fa4bcb72,A 40-year-old visitor from Saudi Arabia at a national park. Visitor needs a prescription transferred from their home country and filled locally.,Pharmacy,Pharmacists can advise on whether foreign prescriptions can be accepted (policies vary by state). A telehealth or urgent care visit may be needed to get a US prescription.,Low-Moderate
