term_id,term,simple_explanation,visitor_friendly_explanation
b5f9dd0e-b899-4860-bcc5-477c879a501c,Community Health Clinic,"A nonprofit or government-funded clinic providing affordable primary care to all patients, including uninsured individuals, often on a sliding fee scale.","Community health clinics serve everyone, including visitors without insurance. Your fee is based on what you can afford. They provide real medical care — not just charity — including lab tests, chronic disease management, and preventive care."
ae3158a5-61c5-4a82-9ef6-47460d451950,Medical ID Bracelet,A bracelet worn by individuals with serious medical conditions or allergies to alert emergency responders.,"A medical ID bracelet contains critical health information (like severe allergies or chronic conditions) that emergency responders check if you are unconscious. If you have a serious condition, wearing one while traveling in the US could save your life."
f51efbea-b1f1-492c-8a6e-428dff197abb,911,"The universal emergency telephone number in the United States for police, fire, and medical emergencies.","In any life-threatening emergency in the US, call 911 from any phone (even without a SIM card or credit). Dispatchers are available 24/7 and can send police, fire, or ambulance services immediately. Calls are free."
2f920d87-1fc0-4c17-8aaf-e5bdfeb42844,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
fe63af45-5cb3-40d6-986f-99752369603a,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
2978a5b0-ac96-48a8-882e-3b3c79001ee8,Poison Control Center,"A medical resource providing free, confidential guidance for poisoning emergencies 24 hours a day.","If someone swallows a harmful substance, call the US Poison Control hotline at 1-800-222-1222. This free service is available 24/7 and connects you with toxicology experts who can guide you on whether you need to go to the ER."
d1daebd5-4626-4ba8-a555-c686a4c3420b,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
d2f6064b-3bff-4fdf-bdeb-56cc6d32e893,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
b7d49a97-c94e-4cff-b44b-04c98287382e,Discharge Instructions,"Written guidelines provided to patients when leaving a medical facility explaining follow-up care, medications, and warning signs.","When you leave a clinic or ER, staff will give you discharge instructions — a printed sheet explaining what happened, what medications to take, activities to avoid, and warning signs that mean you should return or call a doctor."
40290410-a3fd-4ff1-bba6-ae2b9aa7ff07,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
4ac00b3f-56f6-43d5-b3cd-89183f0fc2fb,Walk-in Clinic,A medical clinic that accepts patients without a prior appointment.,Walk-in clinics let you see a doctor without scheduling ahead. Most urgent care centers and some pharmacies operate as walk-in clinics. Ideal for travelers with unpredictable schedules.
ad430cc1-406a-4c5e-b8f8-8ef59316666d,Sliding Scale Fee,A payment system where the cost of services is adjusted based on a patient's income level.,"Some community health clinics charge based on what you can afford — the less you earn, the less you pay. This is called a sliding scale fee. Uninsured visitors with limited funds can access real medical care this way."
94472ff7-9b5c-4d18-8415-28160cd8156a,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
fa90db7b-574d-4b18-beab-dfbc4fffb615,HIPAA,A US federal law protecting the privacy and security of patients' medical information.,"HIPAA means your medical information in the US is legally protected. Healthcare providers cannot share your health details with others without your permission, except in limited situations like emergencies or legal requirements."
62cfdab7-054f-4f59-a97c-ccdfd4680682,Over-the-Counter (OTC) Medication,Medication available for purchase without a doctor's prescription.,"OTC medications can be bought directly off the shelf at a pharmacy or grocery store. Common examples include acetaminophen (Tylenol) for pain, ibuprofen (Advil) for inflammation, or Benadryl for allergies. No doctor visit required."
694e88dc-14dc-44d8-98bf-5acbd4610bad,CT Scan,A computed tomography scan that uses X-rays to create detailed cross-sectional images of the body.,"A CT scan produces detailed images of your internal organs, bones, and tissues. It is more detailed than a standard X-ray and is typically done at a hospital or emergency setting for more serious conditions."
a85dd3a9-caf4-418d-9d5c-42b047dcd039,Walk-in Clinic,A medical clinic that accepts patients without a prior appointment.,Walk-in clinics let you see a doctor without scheduling ahead. Most urgent care centers and some pharmacies operate as walk-in clinics. Ideal for travelers with unpredictable schedules.
6204e117-2d90-446a-89e7-332f5ebe14bf,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
