facility_id,facility_type,facility_description,common_use_cases,average_cost_range,average_wait_time,appointment_required,insurance_typically_accepted
be0cdd89-61e4-45db-b0e4-fea3d1f2e1be,Community Health Clinic,"A nonprofit or government-funded health center that provides accessible healthcare to all community members, including international visitors, with reduced or no-cost services available.",Basic lab tests; blood pressure monitoring; diabetes management; prenatal care; pediatric care; prescription assistance programs,"$80 – $180 (full pay, still below private rates)",Walk-in availability varies by location,Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
6e7af124-995c-40f9-bbe8-6bd705123ea4,Emergency Room (ER),"A fully equipped medical facility within a hospital that operates around the clock, equipped with advanced diagnostic tools including CT scanners, MRI, and surgical suites.",Chest pain or suspected heart attack; stroke symptoms; severe allergic reactions (anaphylaxis); major trauma or broken bones; uncontrolled bleeding; loss of consciousness,"$1,500 – $3,000 (basic visit)",1 – 6 hours (moderate urgency),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
3b8b2c63-6fc3-4a03-8620-83bdf21b7d09,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$100 – $200 (basic visit),30 – 60 minutes (peak hours),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
bc608a3b-aa41-4d83-a4dd-2663110f08c9,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,"Medication counseling; medication synchronization; refilling maintenance medications; purchasing medical devices (thermometers, glucometers)",$0 – $20 (OTC medications),Immediate (OTC purchases),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
1a9e8f39-3fab-40fd-a275-57cea59605ba,Emergency Room (ER),"A fully equipped medical facility within a hospital that operates around the clock, equipped with advanced diagnostic tools including CT scanners, MRI, and surgical suites.",Suspected appendicitis; psychiatric emergencies; severe infections; deep lacerations requiring surgery; head injuries with loss of consciousness,"$3,000 – $10,000+ (complex cases)",Immediate (life-threatening),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
a74b373c-602d-484e-ba90-cbc3c3ef7eaf,Urgent Care Center,"A freestanding outpatient clinic offering extended hours and walk-in availability for acute medical conditions, minor injuries, and illnesses.",Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$150 – $350 (with X-ray),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
39c4086e-f099-4d3b-86cc-a1c0c65cf56c,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Flu symptoms; eye infections (pink eye); minor burns; animal bites; STI testing; sports injuries; nausea and vomiting; back pain,$150 – $350 (with X-ray),15 – 45 minutes,No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
883e607b-b6b4-4ec5-93a0-012d3d7c77b4,Telehealth Service,"An online medical service providing remote consultations, diagnosis support for minor conditions, prescription services, and care coordination without requiring an in-person visit.",Prescription renewals for chronic conditions; mental health counseling; minor illness evaluation; COVID-19 symptom assessment; medical advice,$40 – $75 (basic video visit),Scheduled: same day or next day,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
0234b2ed-a673-403b-b6c7-6ca4da1bf8d5,Pharmacy,"A retail pharmacy providing prescription dispensing services, over-the-counter medications, health products, and pharmacist consultation services.",Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$0 – $20 (OTC medications),15 – 30 minutes (prescription fill),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
100902fb-44b3-4ada-8813-fe830f6b7f0e,Emergency Room (ER),"The emergency department (ED) of a hospital, designed to handle critical conditions, trauma, and severe illnesses that require immediate intervention and hospital-level resources.",Suspected appendicitis; psychiatric emergencies; severe infections; deep lacerations requiring surgery; head injuries with loss of consciousness,"$2,000 – $5,000 (with imaging)",1 – 6 hours (moderate urgency),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
f87fa6be-79ab-4774-8275-bfd9a016bf14,Telehealth Service,"A digital health platform offering 24/7 access to US-licensed healthcare providers for non-emergency medical consultations, mental health support, and prescription management.",Cold and flu symptom management; skin condition consultations (photo-based); sleep issues; anxiety and depression support; medication questions,$40 – $75 (basic video visit),Mental health: within 24-48 hours,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
d805c50c-45b1-419a-87c7-fbd6c256673b,Emergency Room (ER),"A hospital-based department providing immediate medical care for life-threatening or severe medical emergencies, staffed 24/7 by emergency physicians and nurses.",Suspected appendicitis; psychiatric emergencies; severe infections; deep lacerations requiring surgery; head injuries with loss of consciousness,"$1,500 – $3,000 (basic visit)",1 – 6 hours (moderate urgency),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
671266cb-2480-4472-a7ae-8245975d4123,Emergency Room (ER),"A hospital-based department providing immediate medical care for life-threatening or severe medical emergencies, staffed 24/7 by emergency physicians and nurses.",Chest pain or suspected heart attack; stroke symptoms; severe allergic reactions (anaphylaxis); major trauma or broken bones; uncontrolled bleeding; loss of consciousness,"$2,000 – $5,000 (with imaging)",1 – 6 hours (moderate urgency),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
6bb8de6d-417f-4aae-aade-4e59897c30dc,Telehealth Service,"A virtual healthcare platform connecting patients with licensed physicians, nurse practitioners, and mental health professionals via video, phone, or secure messaging.",Travel health advice; triage guidance (should I go to the ER?); follow-up care after urgent care; second opinions; lab result interpretation,$50 – $100 (with prescription),Scheduled: same day or next day,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
57c88302-2587-4572-9df5-6c4443844c82,Telehealth Service,"An online medical service providing remote consultations, diagnosis support for minor conditions, prescription services, and care coordination without requiring an in-person visit.",Travel health advice; triage guidance (should I go to the ER?); follow-up care after urgent care; second opinions; lab result interpretation,$60 – $150 (specialist telehealth),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
